Affiliation,PrefClassYear,Degrees,StateOrProvince,Country
Alumni,1983.0,BSc Geop Eng '83,,Malaysia
Alumni,2002.0,BSc Geop Eng '02,CO,
Alumni,1978.0,BSc Geop Eng '78,TX,
Alumni,1963.0,"MSc Geop '63, PhD Geop Eng '66",CO,
Alumni,2013.0,Pro M Pet Res Sys '13,,Kazakhstan
Alumni,2007.0,MSc Geop '07,TX,
Alumni,2018.0,PhD Geop '18,CO,
Alumni,1980.0,MSc Geop '80,WA,
Alumni,1986.0,Geop Engineer '86,,United Arab Emirates
Alumni,1982.0,"MSc Geop '82, PhD Geop '84",,Japan
Alumni,2015.0,Pro M Pet Res Sys '15,,Thailand
Alumni,2005.0,MSc Geop '05,,Azerbaijan
Alumni,2011.0,BSc Geop Eng '11,CO,
Alumni,1967.0,Geop Engineer '67,TX,
Alumni,1977.0,BSc Geop Eng '77,CO,
Alumni,1983.0,"BSc Geop Eng '83, MSc Math & Comp Sci '88",CO,
Alumni,2016.0,BSc Geop Eng '16,IL,
Alumni,2004.0,MSc Geop '04,TX,
Alumni,1982.0,BSc Geop Eng '82,TX,
Alumni,1984.0,BSc Geop Eng '84,NV,
Alumni,2017.0,BSc Geop Eng '17,CO,
Alumni,1975.0,BSc Geop Eng '75,AZ,
Alumni,2010.0,BSc Geop Eng '10,WA,
Alumni,2012.0,MSc Geop '12,,Thailand
Alumni,2003.0,PhD Geop '03,TX,
Alumni,1994.0,MSc Geop Eng '94,MT,
Alumni,1987.0,BSc Geop Eng '87,,Indonesia
Alumni,1981.0,BSc Geop Eng '81,CA,
Alumni,1978.0,BSc Geop Eng '78,NM,
Alumni,1970.0,BSc Geop Eng '70,TX,
Alumni,1991.0,Geop Engineering '91,MS,
Alumni,1976.0,BSc Geop Eng '76,TX,
Alumni,2000.0,BSc Geop Eng '00,CO,
Alumni,2008.0,"BSc Geop Eng '08, Pro M Pet Res Sys '09",TX,
Alumni,1983.0,BSc Geop Eng '83,TX,
Alumni,2013.0,MSc Geop '13,MT,
Alumni,1972.0,"MSc Geop '72, PhD Geop '77",CO,
Alumni,2018.0,PhD Geop '18,TX,
Alumni,1989.0,MSc Geop Eng '89,TX,
Alumni,1972.0,BSc Geop Eng '72,TX,
Alumni,2006.0,"BSc Geop Eng '06, MSc Hydrology '09",CO,
Alumni,1988.0,MSc Geop '88,TX,
Alumni,1988.0,BSc Geop Eng '88,VT,
Alumni,2018.0,"BSc Geop Eng '18, MSc Geol Eng '20",CO,
Alumni,2003.0,BSc Geop Eng '03,TX,
Alumni,1989.0,BSc Geop Eng '89,,United Kingdom
Alumni,2017.0,"BSc Geop Eng '17, MSc Geop '19",TX,
Alumni,2016.0,BSc Geop Eng '16,TX,
Alumni,2021.0,MSc Geop '21,TX,
Alumni,1976.0,BSc Geop Eng '76,TX,
Alumni,1985.0,MSc Geop '85,CO,
Alumni,2015.0,BSc Geop Eng '15,PA,
Alumni,2005.0,MSc Geop '05,TX,
Alumni,1973.0,BSc Geop Eng '73,TX,
Alumni,2005.0,BSc Geop Eng '05,NM,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,1977.0,BSc Geop Eng '77,CO,
Alumni,1985.0,MSc Geop '85,GA,
Alumni,1983.0,BSc Geop Eng '83,CA,
Alumni,2014.0,BSc Geop Eng '14,TX,
Alumni,1991.0,BSc Geop Eng '91,AZ,
Alumni,1996.0,PhD Geop '96,,Brazil
Alumni,1952.0,Geop Engineer '52,CO,
Alumni,1966.0,"Geop Engineer '66, MSc Geol '69",WA,
Alumni,1983.0,"BSc Geop Eng '83, MSc Geop '86",LA,
Alumni,1972.0,BSc Geop Eng '72,TX,
Alumni,2013.0,BSc Geop Eng '13,OH,
Alumni,2021.0,BSc Geop Eng '21,CO,
Alumni,1984.0,MSc Geop '84,TX,
Alumni,1981.0,BSc Geop Eng '81,CA,
Alumni,1977.0,BSc Geop Eng '77,OK,
Alumni,1975.0,BSc Geop Eng '75,CO,
Alumni,1980.0,BSc Geop Eng '80,AK,
Alumni,1979.0,MSc Geop '79,TX,
Alumni,1978.0,BSc Geop Eng '78,TX,
Alumni,2010.0,"BSc Geop Eng '10, MSc Hydrology '16",CO,
Alumni,2012.0,BSc Geop Eng '12,TX,
Alumni,2011.0,MSc Geop '11,TX,
Alumni,1988.0,BSc Geop Eng '88,TX,
Alumni,1979.0,BSc Geop Eng '79,CO,
Alumni,2020.0,BSc Geop Eng '20,CO,
Alumni,1976.0,"MSc Geop '76, PhD Geop '93",CO,
Alumni,1994.0,BSc Geop Eng '94,CO,
Alumni,2016.0,BSc Geop Eng '16,TX,
Alumni,1976.0,BSc Geop Eng '76,CO,
Alumni,2020.0,BSc Geop Eng '20,CO,
Alumni,2007.0,MSc Geop Eng '07,TX,
Alumni,2020.0,MSc Geop '20,,Brazil
Alumni,1988.0,"BSc Geop Eng '88, MSc Geop '90",CO,
Alumni,1974.0,"BSc Geop Eng '74, M Eng Geop E '79",WA,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1986.0,BSc Geop Eng '86,,Indonesia
Alumni,2003.0,"BSc Geop Eng '03, MSc Eng & Tech Mgmt '04",British Columbia,Canada
Alumni,2013.0,PhD Geop '13,TX,
Alumni,1982.0,BSc Geop Eng '82,CA,
Alumni,1974.0,BSc Geop Eng '74,TX,
Alumni,1982.0,"BSc Geop Eng '82, MSc Geop '85",,Saudi Arabia
Alumni,1975.0,BSc Geop Eng '75,,Spain
Alumni,1979.0,"BSc Geop Eng '79, MSc Geop '82",TX,
Alumni,1966.0,Geop Engineer '66,OK,
Alumni,1983.0,BSc Geop Eng '83,,Trinidad and Tobago
Alumni,1970.0,BSc Geop Eng '70,CO,
Alumni,1970.0,"BSc Geop Eng '70, MSc Geop '72, PhD Geop '75",CO,
Alumni,1950.0,Geop Engineer '50,TX,
Alumni,1983.0,BSc Geop Eng '83,TX,
Alumni,1985.0,"BSc Geop Eng '85, MSc Env Eng Sci '93",CO,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,2006.0,"BSc Geop Eng '06, BSc Math & Comp Sci '06",MA,
Alumni,1974.0,BSc Geop Eng '74,CO,
Alumni,1978.0,BSc Geop Eng '78,TX,
Alumni,1984.0,MSc Geop '84,ID,
Alumni,1959.0,Geop Engineer '59,TX,
Alumni,1982.0,BSc Geop Eng '82,TX,
Alumni,1976.0,BSc Geop Eng '76,UT,
Alumni,1963.0,Geop Engineer '63,FL,
Alumni,1968.0,Geop Engineer '68,CO,
Alumni,1984.0,BSc Geop Eng '84,AK,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1982.0,BSc Geop Eng '82,TX,
Alumni,1984.0,MSc Geop '84,WI,
Alumni,1981.0,"BSc Mineral Engineering '81, BSc Geop Eng '81",CO,
Alumni,1978.0,BSc Geop Eng '78,TX,
Alumni,1981.0,"BSc Geop Eng '81, Geop Engineer '86",CO,
Alumni,2016.0,BSc Geop Eng '16,TX,
Alumni,2018.0,BSc Geop Eng '18,CO,
Alumni,2013.0,PhD Geop '13,CO,
Alumni,1976.0,BSc Geop Eng '76,TX,
Alumni,1971.0,"BSc Geop Eng '71, MSc Geop '75, PhD Min Ec '89",Alberta,Canada
Alumni,1959.0,Geop Engineer '59,TX,
Alumni,1968.0,MSc Geop '68,CO,
Alumni,2003.0,MSc Geop '03,CA,
Alumni,1963.0,"Geop Engineer '63, PhD Geop Eng '68",CO,
Alumni,1983.0,BSc Geop Eng '83,TX,
Alumni,1984.0,MSc Geop '84,HI,
Alumni,1984.0,BSc Geop Eng '84,TX,
Alumni,1993.0,BSc Geop Eng '93,CO,
Alumni,2005.0,BSc Geop Eng '05,TX,
Alumni,2001.0,BSc Geop Eng '01,CO,
Alumni,1954.0,Geop Engineer '54,CO,
Alumni,1981.0,"BSc Geop Eng '81, Geop Engineer '81",CO,
Alumni,2008.0,Pro M Pet Res Sys '08,CO,
Faculty/Staff,,,CO,
Alumni,1982.0,BSc Geop Eng '82,CA,
Alumni,2012.0,BSc Geop Eng '12,CO,
Alumni,1974.0,"BSc Geop Eng '74, MSc Geop '86",CO,
Alumni,1993.0,BSc Geop Eng '93,OK,
Alumni,1974.0,BSc Geop Eng '74,FL,
Alumni,1986.0,"BSc Geop Eng '86, MSc Geop Eng '89",WA,
Alumni,1999.0,PhD Geop '99,,Spain
Alumni,2013.0,MSc Geop '13,CO,
Alumni,2007.0,BSc Geop Eng '07,CO,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,1979.0,"BSc Geop Eng '79, MSc Geop '87, PhD Geop Eng '93",ID,
Alumni,2000.0,"BSc Geop Eng '00, PhD Geop '06",CO,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,2021.0,BSc Geop Eng '21,CO,
Alumni,1971.0,"BSc Geop Eng '71, MSc Geop '76",CO,
Alumni,1980.0,BSc Geop Eng '80,CO,
Alumni,1987.0,BSc Geop Eng '87,WI,
Alumni,2006.0,BSc Geop Eng '06,CO,
Alumni,2006.0,BSc Geop Eng '06,CO,
Alumni,2014.0,BSc Geop Eng '14,AL,
Alumni,1979.0,MSc Geop '79,TX,
Alumni,1975.0,"BSc ME Math '75, MSc Geop '78",CO,
Alumni,1993.0,BSc Geop Eng '93,TX,
Alumni,1981.0,MSc Geop '81,TX,
Alumni,1969.0,Geop Engineer '69,NM,
Alumni,1967.0,Geop Engineer '67,NY,
Alumni,1968.0,Geop Engineer '68,CO,
Alumni,1979.0,BSc Geop Eng '79,TX,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1976.0,BSc Geop Eng '76,British Columbia,Canada
Alumni,1974.0,BSc Geop Eng '74,WA,
Alumni,2017.0,BSc Geop Eng '17,CO,
Alumni,1971.0,MSc Geop '71,,Korea-South
Alumni,1991.0,BSc Geop Eng '91,,France
Alumni,2018.0,"BSc Geop Eng '18, MSc Hydrology '20",SC,
Alumni,1980.0,"BSc Geop Eng '80, MSc Geop '83, PhD Geop '87",CO,
Alumni,2015.0,PhD Geop '15,TX,
Alumni,2001.0,MSc Geop '01,,Turkey
Alumni,1987.0,BSc Geop Eng '87,,Indonesia
Alumni,1978.0,BSc Geop Eng '78,CA,
Alumni,1996.0,MSc Geop '96,MN,
Faculty/Staff,,,CO,
Alumni,2007.0,BSc Geop Eng '07,TX,
Alumni,1999.0,BSc Geop Eng '99,TX,
Alumni,2011.0,PhD Geop '11,,Japan
Alumni,1960.0,Geop Engineer '60,TX,
Alumni,2017.0,"BSc Geop Eng '17, MSc Geop '19",TX,
Alumni,2015.0,PhD Geop '15,TX,
Alumni,1986.0,BSc Geop Eng '86,CA,
Alumni,1972.0,"BSc Geop Eng '72, MSc Geop '75",CO,
Alumni,2007.0,Pro M Pet Res Sys '07,,Turkey
Alumni,2019.0,BSc Geop Eng '19,CO,
Alumni,2007.0,Pro M Pet Res Sys '07,TX,
Alumni,1979.0,BSc Geop Eng '79,NV,
Alumni,2002.0,BSc Geop Eng '02,OK,
Alumni,2019.0,BSc Geop Eng '19,CO,
Alumni,2001.0,"BSc Geop Eng '01, MSc Eng & Tech Mgmt '19",CO,
Alumni,2017.0,BSc Geop Eng '17,WA,
Alumni,1983.0,BSc Geop Eng '83,WY,
Alumni,2004.0,PhD Geop '04,TX,
Alumni,1984.0,BSc Geop Eng '84,FL,
Alumni,1991.0,BSc Geop Eng '91,ME,
Alumni,2010.0,BSc Geop Eng '10,,Trinidad and Tobago
Alumni,1979.0,BSc Geop Eng '79,ME,
Alumni,2014.0,BSc Geop Eng '14,CO,
Alumni,2020.0,BSc Geop Eng '20,CO,
Alumni,2000.0,BSc Geop Eng '00,CO,
Alumni,1988.0,BSc Geop Eng '88,TX,
Alumni,1976.0,BSc Geop Eng '76,TX,
Alumni,1979.0,BSc Geop Eng '79,TX,
Alumni,1987.0,BSc Geop Eng '87,WA,
Alumni,2005.0,BSc Geop Eng '05,CO,
Alumni,1955.0,Geop Engineer '55,AZ,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1972.0,PhD Geop '72,CA,
Alumni,2019.0,BSc Geop Eng '19,CO,
Alumni,1961.0,"Geol Engineer '61, Geop Engineer '61",,Burundi
Alumni,1986.0,BSc Geop Eng '86,IN,
Alumni,1995.0,MSc Geop '95,,Netherlands
Alumni,1987.0,BSc Geop Eng '87,WY,
Alumni,1958.0,Geop Engineer '58,MA,
Alumni,2021.0,BSc Geop Eng '21,CO,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1980.0,BSc Geop Eng '80,CA,
Alumni,2009.0,BSc Geop Eng '09,CO,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,1980.0,"MSc Geop '80, PhD Geop '82",,Thailand
Alumni,1995.0,BSc Geop Eng '95,PA,
Alumni,1977.0,"BSc Geop Eng '77, Geop Engineer '77",CA,
Alumni,2001.0,BSc Geop Eng '01,ID,
Alumni,2018.0,BSc Geop Eng '18,OH,
Alumni,2018.0,BSc Geop Eng '18,CO,
Alumni,1981.0,BSc Geop Eng '81,,United Kingdom
Alumni,1983.0,BSc Geop Eng '83,CO,
Faculty/Staff,,,CO,
Alumni,1985.0,"BSc Geop Eng '85, MSc Geop Eng '94",CO,
Alumni,1990.0,PhD Geop Eng '90,MA,
Alumni,2004.0,BSc Geop Eng '04,,Bhutan
Alumni,1984.0,BSc Geop Eng '84,AR,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,2019.0,MSc Geop '19,TX,
Alumni,2003.0,BSc Geop Eng '03,CO,
Alumni,1983.0,BSc Geop Eng '83,TX,
Alumni,1968.0,Geop Engineer '69,CO,
Alumni,1968.0,Geop Engineer '68,NY,
Alumni,1963.0,Geop Engineer '63,MN,
Alumni,1985.0,MSc Geop '85,AZ,
Alumni,2015.0,"BSc Geop Eng '15, MSc Geop '17",TX,
Alumni,2021.0,BSc Geop Eng '21,VT,
Alumni,1960.0,Geop Engineer '60,MN,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,1985.0,BSc Geop Eng '85,CA,
Alumni,2015.0,BSc Geop Eng '15,CO,
Alumni,1979.0,MSc Geop '79,CA,
Alumni,1982.0,"BSc Geop Eng '82, BSc ME Math '82",CO,
Alumni,1972.0,BSc Geop Eng '72,MA,
Alumni,1998.0,MSc Geop '98,TX,
Alumni,1995.0,BSc Geop Eng '95,CO,
Alumni,2012.0,MSc Geop '12,AK,
Alumni,2012.0,MSc Geop '12,,Colombia
Alumni,1991.0,M Eng Geop E '91,TX,
Alumni,1985.0,BSc Geop Eng '85,TX,
Alumni,1980.0,BSc Geop Eng '80,CO,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,1992.0,MSc Geop '92,,Chile
Alumni,1998.0,"MSc Geop '98, MSc Math & Comp Sci '00",OR,
Alumni,2015.0,MSc Geop '15,,Spain
Alumni,1987.0,BSc Geop Eng '87,CO,
Alumni,1985.0,MSc Geop '85,ME,
Alumni,1990.0,BSc Geop Eng '90,OK,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,1996.0,MSc Geop '96,TX,
Alumni,1976.0,BSc Geop Eng '76,TX,
Alumni,2020.0,BSc Geop Eng '20,CO,
Alumni,1986.0,BSc Geop Eng '86,SC,
Alumni,2006.0,BSc Geop Eng '06,CO,
Alumni,1997.0,BSc Geop Eng '97,NV,
Alumni,2019.0,BSc Geop Eng '19,TX,
Alumni,1982.0,"BSc Geop Eng '82, MSc Geop '85",CO,
Alumni,2001.0,BSc Geop Eng '01,AL,
Alumni,2018.0,BSc Geop Eng '18,CO,
Alumni,1985.0,BSc Geop Eng '85,TX,
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,1983.0,BSc Geop Eng '83,OH,
Alumni,1999.0,"BSc Geop Eng '99, PhD Geop '08",WA,
Alumni,1982.0,MSc Geop '82,AZ,
Alumni,1957.0,Geop Engineer '57,OR,
Alumni,1983.0,BSc Geop Eng '83,CA,
Alumni,2013.0,PhD Geop '13,CO,
Alumni,1991.0,PhD Geop Eng '91,CA,
Alumni,2002.0,"BSc Geop Eng '02, Pro M Pet Res Sys '16",CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1986.0,MSc Geop '86,FL,
Alumni,1982.0,MSc Geop '82,AZ,
Alumni,1978.0,"BSc Geop Eng '78, MSc Min Ec '98",CO,
Alumni,2010.0,MSc Geop '10,GA,
Alumni,1971.0,"BSc Geop Eng '71, MSc Geop '83",OK,
Alumni,2008.0,"BSc Geop Eng '08, MSc Eng Sys '11",CO,
Alumni,1975.0,BSc Geop Eng '75,CO,
Alumni,1984.0,BSc Geop Eng '84,TX,
Alumni,1987.0,MSc Geop '87,CO,
Alumni,1975.0,BSc Geop Eng '75,CO,
Alumni,1983.0,BSc Geop Eng '83,TX,
Alumni,1989.0,MSc Geop '89,AZ,
Alumni,1981.0,BSc Geop Eng '81,CO,
Alumni,1972.0,BSc Geop Eng '72,CO,
Alumni,1968.0,MSc Geop '68,WA,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,1982.0,BSc Geop Eng '82,TX,
Alumni,1987.0,BSc Geop Eng '87,CO,
Alumni,1986.0,BSc Geop Eng '86,VA,
Alumni,1980.0,BSc Geop Eng '80,WA,
Alumni,1979.0,PhD Geop '79,CA,
Alumni,1986.0,BSc Geop Eng '86,Alberta,Canada
Alumni,1962.0,Geop Engineer '62,VA,
Alumni,1975.0,BSc Geop Eng '75,,United Kingdom
Alumni,1977.0,BSc Geop Eng '77,CO,
Alumni,2012.0,MSc Geop '12,CO,
Alumni,2015.0,MSc Geop '15,CO,
Alumni,1990.0,"BSc Geop Eng '90, MSc Geop Eng '95",CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,2015.0,BSc Geop Eng '15,CO,
Alumni,1981.0,BSc Geop Eng '81,TX,
Alumni,1958.0,"Geop Engineer '58, MSc Geop '67, PhD Geop '75",MT,
Alumni,1982.0,BSc Geop Eng '82,AZ,
Alumni,2008.0,MSc Geop '08,MT,
Alumni,2009.0,MSc Geop '09,TX,
Alumni,1971.0,"BSc ME Math '71, MSc Math & Comp Sci '73, PhD Geop '80",TX,
Alumni,1978.0,BSc Geop Eng '78,NJ,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,2016.0,BSc Geop Eng '16,TX,
Alumni,1986.0,BSc Geop Eng '86,TX,
Alumni,1991.0,MSc Geop Eng '91,AK,
Alumni,1968.0,"ME Phy '68, MSc Geol '76, MSc Geop '77",CO,
Alumni,1991.0,MSc Geop '91,,Australia
Alumni,1992.0,MSc Geop Eng '92,CO,
Alumni,1987.0,BSc Geop Eng '87,CO,
Alumni,1986.0,MSc Geop '86,CO,
Alumni,1982.0,BSc Geop Eng '82,CA,
Alumni,2016.0,BSc Geop Eng '16,HI,
Alumni,2009.0,BSc Geop Eng '09,CO,
Alumni,1958.0,Geop Engineer '58,CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,2020.0,BSc Geop Eng '20,CO,
Alumni,1986.0,BSc Geop Eng '86,AK,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,2002.0,MSc Geop '02,OK,
Alumni,1976.0,"BSc Geol Eng '76, BSc Geop Eng '77",IL,
Alumni,2020.0,"BSc Geop Eng '20, BSc Pet Eng '20",TX,
Alumni,1968.0,Geop Engineer '68,CO,
Alumni,1974.0,BSc Geop Eng '74,CO,
Alumni,1977.0,BSc Geop Eng '77,GA,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1981.0,"BSc Geop Eng '81, MSc Geop '85",LA,
Alumni,2007.0,"BSc Geop Eng '07, MSc Geop '15",RI,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,2015.0,BSc Geop Eng '15,TX,
Alumni,1985.0,MSc Geop '85,KS,
Faculty/Staff,,,CO,
Alumni,1964.0,Geop Engineer '64,ID,
Alumni,1987.0,BSc Geop Eng '87,ID,
Alumni,2010.0,"MSc Geop '10, PhD Geop '15",CO,
Alumni,1985.0,BSc Geop Eng '85,TX,
Alumni,2002.0,"BSc Geop Eng '02, MSc Geop '13",CO,
Alumni,2001.0,"BSc Geop Eng '01, MSc Geop '04",OK,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1988.0,"MSc Geop Eng '88, PhD Geop '92",CO,
Alumni,2011.0,BSc Geop Eng '11,TX,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,1964.0,Geop Engineer '64,CO,
Alumni,1972.0,Geop Engineer '72,AZ,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,1961.0,Geop Engineer '61,CA,
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,1988.0,PhD Geop '88,CA,
Alumni,2018.0,BSc Geop Eng '18,CO,
Alumni,2006.0,PhD Geop '06,TX,
Alumni,2009.0,MSc Geop '09,CO,
Alumni,2010.0,PhD Geop '10,TX,
Alumni,2013.0,PhD Geop '13,TX,
Alumni,2014.0,BSc Geop Eng '14,TX,
Alumni,2016.0,BSc Geop Eng '16,TX,
Alumni,1984.0,MSc Geop '84,TX,
Alumni,2020.0,Pro M Pet Res Sys '20,,Kazakhstan
Alumni,2015.0,BSc Geop Eng '15,WA,
Alumni,1968.0,"Geop Engineer '68, PhD Geop '81",CO,
Alumni,2002.0,"BSc Math & Comp Sci '02, BSc Math & Comp Sci '02, MSc Geop '05",TX,
Alumni,2020.0,BSc Geop Eng '20,CO,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,1990.0,MSc Geop '90,TX,
Alumni,1965.0,Geop Engineer '65,CO,
Alumni,1977.0,"MSc Geop '77, PhD Geop '80",CO,
Alumni,2017.0,"BSc Pet Eng '17, MSc Geop '19",TX,
Alumni,2015.0,BSc Geop Eng '15,CA,
Alumni,2018.0,BSc Geop Eng '18,,Malaysia
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,2013.0,MSc Geop '13,AK,
Alumni,1975.0,"BSc Geop Eng '75, MSc Geop '82",CA,
Alumni,2013.0,BSc Geop Eng '13,CO,
Alumni,1985.0,MSc Geop '85,TX,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1977.0,BSc Geop Eng '77,TX,
Alumni,1981.0,BSc Geop Eng '81,TX,
Alumni,2011.0,MSc Geop '11,TX,
Alumni,2015.0,PhD Geop '15,,China
Alumni,2017.0,BSc Geop Eng '17,CO,
Alumni,2015.0,PhD Geop '15,CO,
Alumni,2019.0,BSc Geop Eng '19,CO,
Alumni,2006.0,PhD Geop '06,TX,
Alumni,2020.0,"BSc Geop Eng '20, MSc Geop '20",CO,
Alumni,1963.0,Geop Engineer '63,HI,
Alumni,1986.0,"BSc Geop Eng '86, MSc Geop '89",TX,
Alumni,2012.0,BSc Geop Eng '12,CO,
Alumni,1982.0,BSc Geop Eng '82,TX,
Alumni,1981.0,BSc Geop Eng '81,UT,
Alumni,2019.0,BSc Geop Eng '19,CO,
Alumni,2012.0,MSc Geop '12,CO,
