Affiliation,PrefClassYear,Degrees,StateOrProvince,Country
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1981.0,BSc Geop Eng '81,TX,
Alumni,1993.0,MSc Geop '93,AL,
Alumni,1971.0,BSc Geop Eng '71,WA,
Alumni,2012.0,Pro M Pet Res Sys '12,NJ,
Alumni,2018.0,BSc Geop Eng '18,CO,
Alumni,1987.0,BSc Geop Eng '87,,United Kingdom
Alumni,1986.0,MSc Geop '86,KY,
Alumni,2015.0,"MSc Geop '15, PhD Geop Eng '18",TX,
Alumni,2012.0,MSc Geop '12,TX,
Alumni,1996.0,BSc Geop Eng '96,WA,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,1987.0,"BSc Geop Eng '87, MSc Geop Eng '92",TX,
Alumni,1989.0,"BSc Geop Eng '89, MSc Geop '92",CO,
Alumni,1987.0,"BSc Geop Eng '87, MSc Geop '89",CO,
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,1986.0,"BSc Geop Eng '86, MSc Geop '90",TX,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,2013.0,BSc Geop Eng '13,CO,
Alumni,1999.0,BSc Geop Eng '99,UT,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1979.0,MSc Geop '79,TX,
Alumni,1990.0,MSc Geop Eng '90,,Singapore
Alumni,2009.0,"BSc Geop Eng '09, MSc Geop '11",TX,
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,2014.0,"BSc Geop Eng '14, MSc Geop '16",OK,
Alumni,1975.0,PhD Geop '75,,Turkey
Alumni,1992.0,"MSc Geop '92, PhD Geop '97",TX,
Alumni,1994.0,MSc Geop Eng '94,TX,
Alumni,1982.0,BSc Geop Eng '82,,Saudi Arabia
Alumni,1989.0,"BSc Geop Eng '89, MSc Ecol Eng '91",CO,
Alumni,1972.0,"BSc Geop Eng '72, MSc Geop '74",,Turkey
Alumni,1965.0,Geop Engineer '65,CA,
Alumni,1985.0,BSc Geop Eng '85,TX,
Alumni,1987.0,BSc Geop Eng '87,CO,
Alumni,1972.0,BSc Geop Eng '72,TX,
Alumni,2002.0,"BSc Geop Eng '02, MSc Math & Comp Sci '07",CO,
Alumni,2012.0,BSc Geop Eng '12,TX,
Alumni,1996.0,M Eng Geop E '96,CO,
Alumni,1974.0,"BSc ME Phy '74, BSc Geop Eng '74",AZ,
Alumni,2004.0,BSc Geop Eng '04,TX,
Alumni,2010.0,PhD Geop '10,TX,
Alumni,1974.0,BSc Geop Eng '74,CO,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,1998.0,BSc Geop Eng '98,NC,
Alumni,1979.0,MSc Geop '79,CO,
Alumni,1992.0,MSc Geop Eng '92,TX,
Alumni,2015.0,BSc Geop Eng '15,CO,
Alumni,2017.0,BSc Geop Eng '17,CO,
Alumni,1966.0,Geop Engineer '66,OK,
Alumni,1999.0,BSc Geop Eng '99,TX,
Alumni,2015.0,MSc Geop '15,TX,
Alumni,1988.0,BSc Geop Eng '88,AZ,
Alumni,1987.0,BSc Geop Eng '87,,Spain
Alumni,1964.0,Geop Engineer '64,OK,
Alumni,1998.0,BSc Geop Eng '98,CO,
Alumni,1975.0,BSc Geop Eng '75,CO,
Alumni,1999.0,MSc Geop '99,CA,
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,2011.0,"BSc Geop Eng '11, MSc Geop '12",CO,
Alumni,2017.0,BSc Geop Eng '17,VA,
Alumni,1969.0,Geop Engineer '69,NY,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,2017.0,"BSc Geop Eng '17, MSc Geop '21",CO,
Alumni,1977.0,"BSc Geop Eng '77, MSc Geop '79",NM,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,1968.0,"Geop Engineer '68, PhD Geop '73",CO,
Alumni,2012.0,PhD Geop '12,,France
Alumni,1986.0,"BSc Geop Eng '86, M Eng Geol E '98",CO,
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,2016.0,PhD Geop '16,WA,
Alumni,1982.0,BSc Geop Eng '82,MI,
Faculty/Staff,,,CO,
Alumni,1971.0,"BSc Geol Eng '72, BSc Geop Eng '72",CO,
Alumni,2013.0,PhD Geop '13,MO,
Alumni,1977.0,BSc Geop Eng '77,TX,
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1981.0,BSc Geop Eng '81,CO,
Alumni,1971.0,"BSc Geop Eng '71, Geop Engineer '87",FL,
Alumni,1953.0,Geop Engineer '53,CA,
Alumni,1952.0,Geop Engineer '52,NY,
Alumni,1971.0,"BSc Geop Eng '71, MSc Geol '73",TX,
Alumni,2010.0,"BSc Math & Comp Sci '10, BSc Geop Eng '15, Pro M Pet Res Sys '16",CO,
Alumni,2007.0,MSc Geop Eng '07,,Venezuela
Alumni,1952.0,Geop Engineer '52,CO,
Alumni,1978.0,BSc Geop Eng '78,CA,
Alumni,1986.0,"BSc Geop Eng '86, BSc Math & Comp Sci '89",CO,
Alumni,1982.0,BSc Geop Eng '82,TX,
Alumni,1986.0,BSc Geop Eng '86,HI,
Alumni,1974.0,BSc Geop Eng '74,AR,
Alumni,1972.0,BSc Geop Eng '72,CO,
Alumni,1965.0,Geop Engineer '65,CO,
Alumni,1978.0,BSc Geop Eng '78,TX,
Alumni,1961.0,Geop Engineer '61,TX,
Alumni,2019.0,BSc Geop Eng '19,IL,
Alumni,1985.0,"BSc Geop Eng '85, MSc Geop '87, PhD Geop Eng '96",TX,
Alumni,2019.0,BSc Geop Eng '19,CO,
Alumni,2019.0,BSc Geop Eng '19,,China
Alumni,2005.0,BSc Geop Eng '05,,Malaysia
Alumni,1996.0,MSc Geop '96,AK,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,1978.0,BSc Geop Eng '78,CO,
Alumni,1985.0,BSc Geop Eng '85,TX,
Alumni,1971.0,MSc Geop '71,AZ,
Alumni,1980.0,"BSc Geop Eng '80, M Eng Geop E '87",LA,
Alumni,1963.0,"Geop Engineer '63, MSc Geop '65",FL,
Alumni,2002.0,"BSc Geop Eng '02, MSc Geop '05",CO,
Alumni,1999.0,MSc Geop '99,FL,
Alumni,1988.0,BSc Geop Eng '88,CO,
Alumni,2001.0,"MSc Geop '01, PhD Geop '04",CO,
Alumni,1979.0,BSc Geop Eng '79,CO,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,2015.0,BSc Geop Eng '15,CO,
Alumni,2013.0,BSc Geop Eng '13,PA,
Alumni,2016.0,BSc Geop Eng '16,TX,
Alumni,1984.0,BSc Geop Eng '84,TX,
Alumni,1968.0,Geop Engineer '68,MD,
Alumni,1975.0,"BSc Geop Eng '75, MSc Min Ec '86",CO,
Alumni,1991.0,MSc Geop Eng '91,CO,
Alumni,2021.0,BSc Geop Eng '21,CO,
Alumni,2005.0,BSc Geop Eng '05,AK,
Alumni,2018.0,BSc Geop Eng '18,CO,
Alumni,1985.0,BSc Geop Eng '85,TX,
Alumni,2006.0,BSc Geop Eng '06,CO,
Alumni,1984.0,BSc Geop Eng '84,CA,
Alumni,2013.0,BSc Geop Eng '13,CO,
Alumni,1995.0,BSc Geop Eng '95,TX,
Alumni,1982.0,BSc Geop Eng '82,CO,
Alumni,1986.0,BSc Geop Eng '86,CA,
Alumni,2014.0,BSc Geop Eng '14,UT,
Alumni,1983.0,BSc Geop Eng '83,CA,
Alumni,1998.0,BSc Geop Eng '98,CO,
Alumni,1996.0,BSc Geop Eng '96,CO,
Alumni,1976.0,Geop Engineer '76,CO,
Alumni,1970.0,PhD Geop '70,CO,
Alumni,2002.0,"BSc Geop Eng '02, MSc Geochem '06",CO,
Alumni,1969.0,Geop Engineer '69,TX,
Alumni,1979.0,BSc Geop Eng '79,FL,
Alumni,1977.0,BSc Geop Eng '77,TX,
Alumni,1958.0,Geop Engineer '58,CO,
Alumni,1978.0,BSc Geop Eng '79,WA,
Alumni,1992.0,MSc Geop '92,TX,
Alumni,1977.0,BSc Geop Eng '77,CO,
Alumni,2005.0,MSc Geop '05,CA,
Alumni,2007.0,BSc Geop Eng '07,CO,
Alumni,1974.0,BSc Geop Eng '74,TN,
Alumni,1996.0,BSc Geop Eng '96,CO,
Alumni,1979.0,"BSc Geop Eng '79, M Eng Geop E '82",AK,
Alumni,1984.0,"BSc Geop Eng '84, Geop Engineer '85, BSc Eng '88",CO,
Alumni,2009.0,"BSc Geop Eng '09, MSc Hydrology '11",CO,
Alumni,1986.0,BSc Geop Eng '86,TX,
Alumni,2009.0,BSc Geop Eng '09,AL,
Alumni,1961.0,Geop Engineer '61,CO,
Alumni,1969.0,Geop Engineer '69,FL,
Alumni,2015.0,BSc Geop Eng '15,CA,
Alumni,2000.0,Geop Engineer '00,FL,
Alumni,1980.0,BSc Geop Eng '80,CO,
Alumni,2019.0,"BSc Geop Eng '19, MSc Geop '21",CO,
Alumni,1984.0,BSc Geop Eng '84,,United Kingdom
Alumni,1996.0,PhD Geop '96,TX,
Alumni,2005.0,BSc Geop Eng '05,TX,
Alumni,1982.0,"BSc Geop Eng '82, M Eng Geop E '85",British Columbia,Canada
Alumni,1968.0,Geop Engineer '68,CO,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1986.0,PhD Geop '86,CO,
Alumni,1982.0,BSc Geop Eng '82,OH,
Alumni,1968.0,PhD Geop Eng '68,UT,
Alumni,2013.0,"BSc Geop Eng '13, MSc Geop '15",CO,
Alumni,2013.0,"BSc Geop Eng '13, MSc Geop '16, Pro M Pet Res Sys '17",AK,
Alumni,2017.0,PhD Geop Eng '17,UT,
Alumni,2004.0,MSc Geop '04,UT,
Alumni,1981.0,BSc Geop Eng '81,AR,
Alumni,1986.0,BSc Geop Eng '86,CT,
Alumni,1981.0,BSc Geop Eng '81,TX,
Alumni,1978.0,BSc Geop Eng '78,TX,
Alumni,1980.0,BSc Geop Eng '80,TX,
Alumni,2004.0,PhD Geop '04,,Switzerland
Alumni,1969.0,Geop Engineer '69,Alberta,Canada
Alumni,2019.0,BSc Geop Eng '19,MA,
Alumni,1981.0,BSc Geop Eng '81,CA,
Alumni,1983.0,MSc Geop '83,WA,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,1970.0,Geop Engineer '70,IN,
Alumni,2007.0,MSc Geop '07,TX,
Alumni,2000.0,BSc Geop Eng '00,CO,
Alumni,1981.0,BSc Geop Eng '81,CO,
Alumni,1985.0,"BSc Geop Eng '85, MSc Geop '89",TX,
Alumni,1977.0,"BSc Geop Eng '77, MSc Min Ec '79",FL,
Alumni,1979.0,MSc Geop '79,,Mexico
Alumni,1982.0,MSc Geop '82,CO,
Alumni,1975.0,PhD Geop '75,CA,
Alumni,2010.0,"MSc Geop '10, PhD Geop '13",WA,
Alumni,1983.0,MSc Geop '83,CO,
Alumni,1964.0,Geop Engineer '64,AZ,
Alumni,1975.0,MSc Geop '75,CO,
Alumni,1977.0,BSc Geop Eng '77,NM,
Alumni,1966.0,"Geop Engineer '66, MSc Min Eng '70",CO,
Alumni,2014.0,BSc Geop Eng '14,CO,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,1987.0,BSc Geop Eng '87,TX,
Alumni,2017.0,BSc Geop Eng '17,CO,
Alumni,1954.0,Geop Engineer '54,Alberta,Canada
Alumni,1958.0,Geop Engineer '58,CA,
Alumni,2007.0,"BSc Geop Eng '07, PhD Geop '11",CO,
Alumni,1968.0,Geop Engineer '68,TX,
Alumni,1969.0,Geop Engineer '69,CA,
Alumni,2018.0,BSc Geop Eng '18,CO,
Alumni,2000.0,MSc Geop '00,CO,
Alumni,1987.0,BSc Geop Eng '87,CO,
Alumni,2007.0,"BSc Geop Eng '07, MSc Env Eng Sci '08, PhD Env Sci & Eng '11",MA,
Alumni,1979.0,MSc Geop '79,GA,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,1999.0,"BSc Geop Eng '99, PhD Geop '05",AK,
Alumni,1974.0,BSc Geop Eng '74,AK,
Alumni,1979.0,BSc Geop Eng '79,TX,
Alumni,1980.0,BSc Geop Eng '80,FL,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,2018.0,"BSc Geop Eng '18, MSc Hydrology '19",CO,
Alumni,1981.0,BSc Geop Eng '81,MI,
Alumni,1975.0,"BSc Geop Eng '75, MSc Geop '80",WA,
Alumni,1978.0,"BSc Geop Eng '78, Hydrogeo '91",CO,
Alumni,1962.0,Geop Engineer '62,TX,
Alumni,1978.0,BSc Geop Eng '78,CA,
Alumni,1981.0,BSc Geop Eng '81,CO,
Alumni,1971.0,BSc Geop Eng '71,CO,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,1976.0,"BSc Geop Eng '76, MSc Min Ec '79",TX,
Alumni,1982.0,"BSc Geop Eng '82, BSc ME Math '82",IN,
Alumni,1982.0,BSc Geop Eng '82,VT,
Alumni,1984.0,BSc Geop Eng '84,TX,
Alumni,1981.0,BSc Geop Eng '81,TX,
Alumni,1954.0,Geop Engineer '54,CO,
Alumni,2017.0,MSc Geop '17,CA,
Alumni,2009.0,BSc Geop Eng '09,IL,
Alumni,2015.0,BSc Geop Eng '15,WA,
Alumni,1983.0,"BSc Geol Eng '83, BSc Geop Eng '85",CO,
Alumni,1967.0,"MSc Geop '67, PhD Geop Eng '69",,Germany
Alumni,1972.0,BSc Geop Eng '72,AK,
Alumni,1968.0,Geop Engineer '68,PA,
Alumni,1979.0,BSc Geop Eng '79,,United Kingdom
Alumni,2018.0,BSc Geop Eng '18,IL,
Alumni,1987.0,MSc Geop '87,TX,
Alumni,2014.0,"MSc Geop '14, PhD Geop '19",TX,
Alumni,1974.0,BSc Geop Eng '75,AZ,
Alumni,1986.0,"BSc Geop Eng '86, BSc ME Math '86",CO,
Alumni,2017.0,"BSc Geop Eng '17, Pro M Pet Res Sys '20",TX,
Alumni,1986.0,MSc Geop '86,,Japan
Alumni,1958.0,Geop Engineer '58,NJ,
Alumni,2021.0,BSc Geop Eng '21,CA,
Alumni,2009.0,"BSc Geop Eng '09, MSc Geop '12",CO,
Alumni,1983.0,BSc Geop Eng '83,TX,
Alumni,1981.0,"BSc Geop Eng '81, MSc Geop '84",CA,
Alumni,1984.0,BSc Geop Eng '84,NM,
Alumni,1987.0,BSc Geop Eng '87,CO,
Alumni,1994.0,BSc Geop Eng '94,IL,
Alumni,1987.0,Geop Engineer '87,CA,
Alumni,2011.0,PhD Geop '11,TX,
Alumni,1983.0,BSc Geop Eng '83,TX,
Alumni,2012.0,"BSc Geop Eng '12, MSc Eng & Tech Mgmt '18",CO,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,1979.0,"BSc Geop Eng '79, MSc Geop '84",CO,
Alumni,2007.0,BSc Geop Eng '07,CO,
Alumni,2019.0,BSc Geop Eng '19,CO,
Alumni,2019.0,"BSc Geop Eng '19, MSc Geop '20",CO,
Alumni,2001.0,BSc Geop Eng '01,CO,
Alumni,1982.0,"BSc Geop Eng '82, MSc Min Ec '89, MSc Math & Comp Sci '92, PhD Min Ec '92",CO,
Alumni,1984.0,BSc Geop Eng '84,NY,
Alumni,2006.0,MSc Geop Eng '06,CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1978.0,BSc Geop Eng '78,LA,
Alumni,1963.0,"Geop Engineer '63, PhD Geop '70",TX,
Alumni,2001.0,BSc Geop Eng '01,UT,
Alumni,2004.0,"BSc Geop Eng '04, MSc Geop Eng '07",AK,
Alumni,1960.0,Geop Engineer '60,MT,
Alumni,2016.0,"BSc Geop Eng '16, MSc Undergrnd Const & Tunneling Eng '19",CA,
Alumni,1987.0,BSc Geop Eng '87,TX,
Alumni,1984.0,BSc Geop Eng '84,CA,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1986.0,"BSc Geop Eng '86, MSc Geop '90",CO,
Alumni,2001.0,"MSc Geop '01, PhD Geop '06",TX,
Alumni,2017.0,BSc Geop Eng '17,CO,
Alumni,1986.0,MSc Geop '86,TX,
Alumni,2001.0,BSc Geop Eng '01,PA,
Alumni,1983.0,BSc Geop Eng '83,AZ,
Alumni,1977.0,BSc Geop Eng '77,NC,
Alumni,1996.0,BSc Geop Eng '96,CO,
Alumni,1986.0,"BSc Geop Eng '86, BSc ME Math '86",NM,
Alumni,1969.0,MSc Geop '69,NM,
Alumni,1978.0,BSc Geop Eng '78,CO,
Alumni,2018.0,BSc Geop Eng '18,CO,
Alumni,2010.0,BSc Geop Eng '10,CO,
Alumni,1966.0,PhD Geop Eng '66,MO,
Alumni,1997.0,BSc Geop Eng '97,CO,
Alumni,2017.0,PhD Geop '17,TX,
Alumni,2007.0,"BSc Geop Eng '07, MSc Geop '09",CA,
Alumni,2011.0,BSc Geop Eng '11,CO,
Alumni,1995.0,MSc Geop '95,ME,
Alumni,1955.0,Geop Engineer '55,CO,
Alumni,1979.0,MSc Geop '79,CO,
Alumni,1986.0,BSc Geop Eng '86,AZ,
Alumni,2019.0,BSc Geop Eng '19,CO,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,2021.0,MSc Geop '21,CA,
Alumni,1982.0,BSc Geop Eng '82,TX,
Alumni,2014.0,"BSc Geop Eng '14, Pro M Pet Res Sys '18",CO,
Alumni,1992.0,MSc Geop Eng '92,CO,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,2002.0,MSc Geop '02,CA,
Alumni,2016.0,BSc Geop Eng '16,CO,
Alumni,1987.0,BSc Geop Eng '87,CO,
Alumni,2001.0,BSc Geop Eng '02,CO,
Alumni,2002.0,BSc Geop Eng '02,CO,
Alumni,1979.0,BSc Geop Eng '79,NM,
Alumni,2011.0,MSc Geop '11,TX,
Alumni,2019.0,BSc Geop Eng '19,TX,
Alumni,1983.0,BSc Geop Eng '83,TX,
Alumni,1987.0,Geop Engineer '87,TX,
Alumni,1982.0,"MSc Geop '82, PhD Geop '86",,Sudan
Alumni,2007.0,"M Eng Geol E '07, PhD Geop Eng '13",TX,
Alumni,1979.0,"MSc Geop '79, PhD Geop '81",CO,
Alumni,1996.0,"BSc Geop Eng '94, MSc Min Ec '96",MA,
Alumni,1983.0,"BSc Geop Eng '83, MSc Geop '87",CO,
Alumni,1986.0,BSc Geop Eng '86,WA,
Alumni,1981.0,BSc Geop Eng '81,NC,
Alumni,1981.0,MSc Geop '81,,Indonesia
Alumni,2007.0,"BSc Geop Eng '07, PhD Geop '13",MT,
Alumni,1987.0,BSc Geop Eng '87,TX,
Alumni,1990.0,BSc Geop Eng '90,AK,
Alumni,1955.0,"Geol Engineer '55, Geop Engineer '55",WA,
Alumni,1972.0,BSc Geop Eng '72,WA,
Alumni,2011.0,BSc Geop Eng '11,CO,
Alumni,1983.0,BSc Geop Eng '83,CA,
Alumni,1964.0,Geop Engineer '64,NJ,
Alumni,2013.0,"BSc Geop Eng '13, MSc Geop '14",,Thailand
Alumni,2004.0,BSc Geop Eng '04,CO,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,1987.0,BSc Geop Eng '87,TX,
Alumni,1980.0,BSc Geop Eng '80,CO,
Alumni,1991.0,BSc Geop Eng '91,MA,
Alumni,1988.0,BSc Geop Eng '88,TX,
Alumni,1984.0,MSc Geop '84,MD,
Alumni,1987.0,Geop Engineer '87,,Australia
Alumni,1986.0,PhD Geop '86,WA,
Alumni,1979.0,BSc Geop Eng '79,CO,
Alumni,1950.0,Geop Engineer '50,TX,
Alumni,1979.0,"BSc Geop Eng '79, MSc Geop '82",TX,
Alumni,2005.0,MSc Geop '05,CO,
Alumni,1993.0,"MSc Geop '93, PhD Geop '98",TX,
Alumni,2015.0,"MSc Geop '15, PhD Geop '19",TX,
Alumni,2014.0,MSc Hydrology '14,CA,
Alumni,1965.0,"ME Phy '65, MSc Geop '72",IN,
Alumni,1963.0,Geop Engineer '63,CO,
Alumni,1980.0,BSc Geop Eng '80,TX,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,2001.0,PhD Geop '01,CO,
Alumni,1994.0,BSc Geop Eng '94,WA,
Alumni,1979.0,BSc Geop Eng '79,CO,
Alumni,2019.0,"BSc Geop Eng '19, MSNT Geophysical Engineering '21",CO,
Alumni,2009.0,BSc Geop Eng '09,CO,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,2019.0,PhD Geop '19,TX,
Alumni,2018.0,BSc Geop Eng '18,MA,
Alumni,2002.0,PhD Geop '02,TX,
Alumni,1986.0,BSc Geop Eng '86,CO,
Alumni,1986.0,"BSc Geol Eng '86, BSc Geop Eng '86",CO,
Alumni,1983.0,"BSc Geop Eng '83, BSc ME Math '84",CT,
Alumni,1995.0,BSc Geop Eng '95,NM,
Alumni,1980.0,"BSc ME Phy '80, MSc Geop '84",VA,
Alumni,1985.0,BSc Geop Eng '85,CA,
Alumni,1957.0,Geop Engineer '57,CO,
Alumni,2010.0,BSc Geop Eng '10,CO,
Alumni,1986.0,MSc Geop '86,CO,
Alumni,2013.0,"BSc Geop Eng '13, Pro M Pet Res Sys '14",CO,
Alumni,2017.0,MSc Geop '17,Alberta,Canada
Alumni,1952.0,Geop Engineer '52,CA,
Alumni,2012.0,"BSc Geop Eng '12, PhD Geop '17",CO,
Alumni,2018.0,BSc Geop Eng '18,TX,
Alumni,2019.0,"BSc Geol Eng '19, MSc Hydrology '20",AZ,
Alumni,1984.0,BSc Geop Eng '84,FL,
Alumni,1971.0,BSc Geop Eng '71,CO,
Alumni,2015.0,BSc Geop Eng '15,CO,
Alumni,1981.0,BSc Geop Eng '81,NY,
Alumni,1966.0,Geop Engineer '66,CO,
Alumni,2009.0,MSc Geop '09,,Norway
Alumni,1979.0,MSc Geop '79,CA,
Alumni,1975.0,MSc Geop '75,TX,
Alumni,1994.0,"BSc Geop Eng '94, MSc Geop '97",CO,
Alumni,1977.0,BSc Geop Eng '77,TX,
Alumni,1988.0,BSc Geop Eng '88,CO,
Alumni,1961.0,Geop Engineer '61,CO,
Alumni,1983.0,BSc Geop Eng '83,MN,
Alumni,1999.0,"BSc Geop Eng '99, MSc Eng & Tech Mgmt '08",CO,
Alumni,1950.0,Geop Engineer '50,WA,
Alumni,1961.0,Geop Engineer '61,CA,
Alumni,1973.0,BSc Geop Eng '73,GA,
Alumni,2017.0,BSc Geop Eng '17,CO,
Alumni,1980.0,"BSc Geop Eng '80, MSc Geop '87",TX,
Alumni,1976.0,"BSc Geop Eng '76, MSc Ecol Eng '92",CO,
Alumni,1985.0,MSc Geop '85,ID,
Alumni,2018.0,MSc Geop '18,TX,
Alumni,1986.0,MSc Geop '86,WA,
Alumni,1985.0,BSc Geop Eng '85,KY,
Alumni,1979.0,MSc Geop '79,,"Tanzania, United Republic Of"
Alumni,2015.0,PhD Geop '15,TX,
Alumni,2013.0,"MSc Geop '13, PhD Geop '18",CO,
Alumni,1992.0,"MSc Geop '92, PhD Geop '95",TX,
Alumni,1988.0,BSc Geop Eng '88,CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,2012.0,MSc Geop '12,IL,
Alumni,1978.0,BSc Geop Eng '78,MD,
Alumni,1981.0,BSc Geop Eng '81,,South Africa
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,2015.0,MSc Geop '15,CO,
Alumni,2004.0,"BSc Geop Eng '04, MSc Geop '06",CO,
Alumni,1987.0,MSc Geop '87,CO,
Alumni,1983.0,"BSc Geop Eng '83, MSc Geop Eng '85",SD,
Alumni,2003.0,BSc Geop Eng '03,CO,
Alumni,1966.0,Geop Engineer '66,WA,
Alumni,1979.0,BSc Geop Eng '79,CA,
Alumni,1980.0,BSc Geop Eng '80,CO,
Alumni,1992.0,MSc Geop '92,TX,
Alumni,1986.0,BSc Geop Eng '86,NV,
Alumni,1981.0,BSc Geop Eng '81,CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1996.0,BSc Geop Eng '96,AK,
Alumni,1985.0,BSc Geop Eng '85,CA,
Alumni,1981.0,BSc Geop Eng '81,CO,
Alumni,1953.0,Geop Engineer '53,CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1982.0,MSc Geop '82,CO,
Alumni,1983.0,BSc Geop Eng '83,TX,
Alumni,1984.0,MSc Geop '84,WA,
Alumni,1991.0,PhD Geop Eng '91,TX,
Alumni,1969.0,Geop Engineer '69,,Trinidad and Tobago
Alumni,2019.0,"BSc Geop Eng '19, MSc Comp Sci '20",TX,
Alumni,1985.0,BSc Geop Eng '85,CO,
Alumni,1985.0,BSc Geop Eng '85,MT,
Alumni,1979.0,BSc Geop Eng '79,CO,
Alumni,1986.0,BSc Geop Eng '86,OK,
Alumni,1983.0,BSc Geop Eng '83,CO,
Alumni,2007.0,MSc Geop '07,CA,
Alumni,1960.0,"Geop Engineer '60, PhD Geop '90",CO,
Alumni,1984.0,BSc Geop Eng '84,CO,
Alumni,1983.0,BSc Geop Eng '83,WY,
Alumni,2018.0,BSc Geop Eng '18,CO,
Alumni,1970.0,BSc Geop Eng '70,TN,
Alumni,1982.0,BSc Geop Eng '82,TX,
Alumni,2004.0,"BSc Geop Eng '04, MSc Geol '12",OK,
Alumni,1991.0,MSc Geop '91,CO,
Alumni,1991.0,BSc Geop Eng '91,CO,
Alumni,1975.0,"BSc Geol Eng '75, BSc Geop Eng '75",TX,
Alumni,2015.0,PhD Geop '15,CO,
Alumni,1988.0,MSc Geop '88,TX,
Alumni,1979.0,BSc Geop Eng '79,OR,
Alumni,2012.0,Pro M Pet Res Sys '12,CA,
Alumni,2018.0,BSc Geop Eng '18,KS,
Alumni,2005.0,BSc Geop Eng '05,WA,
Alumni,1956.0,"Pet Engineer '56, PhD Geop '72",CO,
Alumni,2014.0,"BSc Geop Eng '14, MSc Geop '17",CO,
Alumni,1987.0,BSc Geop Eng '87,TX,
Alumni,2014.0,BSc Geop Eng '14,CO,
Alumni,1981.0,BSc Geop Eng '81,CO,
Alumni,1955.0,Geop Engineer '55,CA,
Alumni,1990.0,"BSc Geop Eng '90, MSc Geop '01",CO,
Alumni,1969.0,MSc Geop '69,NM,
Alumni,2005.0,PhD Geop '05,CO,
Alumni,2017.0,BSc Geop Eng '17,CA,
Alumni,1984.0,"MSc Geop Eng '84, PhD Geop '91",CO,
Alumni,2012.0,BSc Geop Eng '12,CO,
Alumni,2009.0,BSc Geop Eng '09,OR,
Alumni,1966.0,Geop Engineer '66,OR,
Alumni,2014.0,MSc Geop '14,,Thailand
Alumni,1989.0,Geop Engineer '89,WI,
Alumni,1979.0,BSc Geop Eng '79,CO,
Alumni,1986.0,MSc Geop '86,CO,
Alumni,1961.0,Geop Engineer '61,TX,
Alumni,1986.0,"BSc Geop Eng '86, MSc Geop '88",MT,
Alumni,1975.0,"MSc Geop '75, PhD Geop '78",CO,
Alumni,1973.0,BSc Geop Eng '73,WA,
Alumni,2003.0,MSc Geop '03,,United Kingdom
Alumni,1977.0,BSc Geop Eng '77,,United Kingdom
Alumni,1985.0,PhD Geop '85,TX,
Alumni,2005.0,MSc Geop '05,,Indonesia
Alumni,1986.0,MSc Geop '86,MA,
Alumni,1952.0,Geop Engineer '52,CA,
Alumni,1975.0,PhD Geop '75,CA,
Alumni,2011.0,Pro M Pet Res Sys '11,CO,
Alumni,2004.0,"BSc Geop Eng '04, MSc Geop Eng '08",CO,
Alumni,1962.0,MSc Geop '62,WA,
Alumni,1999.0,BSc Geop Eng '99,TX,
Alumni,2019.0,PhD Geop '19,CA,
Alumni,2001.0,BSc Geop Eng '01,NE,
Alumni,2013.0,"BSc Eng '13, BSc Geop Eng '13",CO,
Alumni,1985.0,BSc Geop Eng '85,CO,
